,LogisticRegression
135,0.024904966354370117
136,0.028538942337036133
137,0.10783720016479492
138,0.06979990005493164
139,0.1575460433959961
140,0.057932138442993164
141,0.16152095794677734
142,0.0808858871459961
143,0.06036090850830078
144,0.031110048294067383
145,0.034889936447143555
146,0.04790902137756348
147,0.05017900466918945
148,0.036997079849243164
149,0.03892183303833008
150,0.03027820587158203
151,0.03567218780517578
152,0.06344389915466309
153,0.07419013977050781
154,0.0530390739440918
155,0.04990792274475098
156,0.10304713249206543
157,0.04001903533935547
158,0.03584408760070801
159,0.07393097877502441
160,0.06233811378479004
161,0.03539609909057617
162,0.05315089225769043
163,0.0305020809173584
164,0.040641069412231445
165,0.041516780853271484
166,0.025146961212158203
167,0.025150060653686523
168,0.02814006805419922
169,0.03326416015625
170,0.04172182083129883
171,0.0444028377532959
172,0.029312849044799805
173,0.047432899475097656
174,0.05017995834350586
175,0.03647899627685547
176,0.042742013931274414
177,0.0528712272644043
178,0.05517697334289551
179,0.09295988082885742
180,0.024747133255004883
181,0.04660987854003906
182,0.03777885437011719
183,0.02719283103942871
184,0.03020787239074707
185,0.030881881713867188
186,0.030375242233276367
187,0.0481259822845459
188,0.0486750602722168
189,0.031762123107910156
190,0.03438997268676758
191,0.04352211952209473
192,0.03711080551147461
193,0.03460121154785156
194,0.04082608222961426
195,0.03063511848449707
196,0.02788519859313965
197,0.027328014373779297
198,0.03571295738220215
199,0.03396105766296387
200,0.02519392967224121
201,0.030470848083496094
202,0.028766870498657227
203,0.04210996627807617
204,0.03491616249084473
205,0.022251129150390625
206,0.03843998908996582
207,0.03592491149902344
208,0.0318448543548584
209,0.03872990608215332
210,0.034448862075805664
211,0.037016868591308594
212,0.031167984008789062
213,0.028268814086914062
214,0.0348668098449707
215,0.02978992462158203
216,0.032486915588378906
217,0.03079986572265625
218,0.020418882369995117
219,0.021905183792114258
220,0.03290200233459473
221,0.0370030403137207
222,0.02208995819091797
223,0.02203512191772461
224,0.03159594535827637
225,0.04085183143615723
226,0.020220041275024414
227,0.025408029556274414
228,0.026216983795166016
229,0.03815484046936035
230,0.028172016143798828
231,0.027398109436035156
232,0.029059171676635742
233,0.02979111671447754
234,0.034346818923950195
235,0.04700016975402832
236,0.09301900863647461
237,0.0366969108581543
238,0.1491410732269287
239,0.04030275344848633
240,0.03010106086730957
241,0.10214495658874512
242,0.05633997917175293
243,0.030032873153686523
244,0.035140037536621094
245,0.0434720516204834
246,0.021413803100585938
247,0.04799818992614746
248,0.04735374450683594
249,0.03659987449645996
250,0.048288822174072266
251,0.03032398223876953
252,0.0330500602722168
253,0.034654855728149414
254,0.048200130462646484
255,0.033307790756225586
256,0.07738614082336426
257,0.028749942779541016
258,0.021492958068847656
259,0.0387120246887207
260,0.0343780517578125
261,0.034358978271484375
262,0.03166818618774414
263,0.04084610939025879
264,0.05779409408569336
265,0.06187891960144043
266,0.030768156051635742
267,0.037712812423706055
268,0.04623007774353027
269,0.04775190353393555
270,0.02768683433532715
271,0.03472018241882324
272,0.05119681358337402
273,0.029744863510131836
274,0.02796006202697754
275,0.061492204666137695
276,0.04175710678100586
277,0.04868507385253906
278,0.03085184097290039
279,0.07668900489807129
280,0.05225491523742676
281,0.06658506393432617
282,0.05214500427246094
283,0.032645225524902344
284,0.06675195693969727
285,0.0844111442565918
286,0.0728158950805664
287,0.03854203224182129
288,0.056595802307128906
289,0.04516100883483887
290,0.04049801826477051
291,0.052453041076660156
292,0.04764580726623535
293,0.02930307388305664
294,0.02854013442993164
295,0.03943991661071777
296,0.028323888778686523
297,0.03359794616699219
298,0.039296865463256836
299,0.022986888885498047
