,LogisticRegression
0,0.0586550235748291
1,0.03621983528137207
2,0.045274972915649414
3,0.04540300369262695
4,0.05920696258544922
5,0.08374500274658203
6,0.026302814483642578
7,0.021723031997680664
8,0.04081416130065918
9,0.02914881706237793
10,0.02568793296813965
11,0.03224897384643555
12,0.044853925704956055
13,0.05101585388183594
14,0.032366037368774414
15,0.03298807144165039
16,0.028209209442138672
17,0.02483987808227539
18,0.02593088150024414
19,0.03648495674133301
20,0.0837869644165039
21,0.03786182403564453
22,0.028005123138427734
23,0.0275418758392334
24,0.021892786026000977
25,0.03614211082458496
26,0.05015420913696289
27,0.04158306121826172
28,0.050605058670043945
29,0.0291900634765625
30,0.05662798881530762
31,0.07067108154296875
32,0.045794010162353516
33,0.032923221588134766
34,0.030486106872558594
35,0.03179121017456055
36,0.026686906814575195
37,0.05151796340942383
38,0.03444314002990723
39,0.03633713722229004
40,0.033487796783447266
41,0.04981088638305664
42,0.03681802749633789
43,0.02043318748474121
44,0.037285804748535156
45,0.04287004470825195
46,0.03724026679992676
47,0.024884939193725586
48,0.03656125068664551
49,0.0418848991394043
50,0.030356884002685547
51,0.04748797416687012
52,0.06916403770446777
53,0.04173898696899414
54,0.03299379348754883
55,0.029546022415161133
56,0.02564096450805664
57,0.04318380355834961
58,0.04253411293029785
59,0.03731989860534668
60,0.04528307914733887
61,0.020323991775512695
62,0.04364895820617676
63,0.025961875915527344
64,0.035299062728881836
65,0.022787809371948242
66,0.03061509132385254
67,0.03566312789916992
68,0.03741097450256348
69,0.025793790817260742
70,0.02950310707092285
71,0.04048585891723633
72,0.03135085105895996
73,0.03933000564575195
74,0.06245112419128418
75,0.0539247989654541
76,0.0351407527923584
77,0.042835235595703125
78,0.03217506408691406
79,0.03765988349914551
80,0.02205181121826172
81,0.0209348201751709
82,0.023068904876708984
83,0.03269505500793457
84,0.025793790817260742
85,0.029825925827026367
86,0.056739091873168945
87,0.04761385917663574
88,0.05087590217590332
89,0.028303146362304688
90,0.03153800964355469
91,0.03027796745300293
92,0.032071828842163086
93,0.04372811317443848
94,0.03845500946044922
95,0.03808784484863281
96,0.05167722702026367
97,0.03203725814819336
98,0.025065898895263672
99,0.03935098648071289
100,0.029266834259033203
101,0.01882004737854004
102,0.03553485870361328
103,0.043745994567871094
104,0.0531919002532959
105,0.047605037689208984
106,0.024598121643066406
107,0.028028011322021484
108,0.07612013816833496
109,0.06565499305725098
110,0.06348896026611328
111,0.03163504600524902
112,0.06064629554748535
113,0.03789114952087402
114,0.03378605842590332
115,0.030844926834106445
116,0.04827690124511719
117,0.04574704170227051
118,0.04351305961608887
119,0.026295900344848633
120,0.04219698905944824
121,0.02555394172668457
122,0.0235898494720459
123,0.08211302757263184
124,0.034012794494628906
125,0.02784895896911621
126,0.03884005546569824
127,0.04307889938354492
128,0.029583215713500977
129,0.028698205947875977
130,0.029878854751586914
131,0.03385305404663086
132,0.14816737174987793
133,0.039721012115478516
134,0.038140296936035156
